-13.20	-24.15
-13.20	-24.05
-13.20	-23.95
-13.20	-23.85
-13.20	-23.75
-13.20	-23.65
-13.20	-23.55
-13.20	-23.45
-13.20	-23.35
-13.20	-23.25
-13.20	-23.15
-13.20	-23.05
-13.20	-22.95
-13.20	-22.85
-13.20	-22.75
-13.20	-22.65
-13.20	-22.55
-13.20	-22.45
-13.20	-22.35
-13.20	-22.25
-13.20	-22.15
-13.20	-22.05
-13.20	-21.95
-13.20	-21.85
-13.20	-21.75
-13.20	-21.65
-13.20	-21.55
-13.20	-21.45
-13.20	-21.35
-13.20	-21.25
-13.20	-21.15
-13.20	-21.05
-13.20	-20.95
-13.20	-20.85
-13.20	-20.75
-13.20	-20.65
-13.20	-20.55
-13.20	-20.45
-13.20	-20.35
-13.20	-20.25
-13.20	-20.15
-13.20	-20.05
-13.20	-19.95
-13.20	-19.75
-13.20	-19.65
-13.20	-19.55
-13.20	-19.45
-13.15	-19.35
-13.15	-19.25
-13.15	-19.15
-13.15	-19.05
-13.15	-18.95
-13.10	-18.85
-13.10	-18.75
-13.10	-18.65
-13.10	-18.55
-13.10	-18.45
-13.05	-18.35
-13.05	-18.25
-13.05	-18.15
-13.05	-18.05
-13.05	-17.95
-13.00	-17.85
-13.00	-17.75
-13.00	-17.65
-13.00	-17.55
-13.00	-17.45
-12.95	-17.35
-12.95	-17.25
-12.95	-17.15
-12.95	-17.05
-12.95	-16.95
-12.90	-16.85
-12.90	-16.75
-12.90	-16.65
-12.90	-16.55
-12.90	-16.45
-12.90	-16.30
-12.90	-16.20
-12.90	-16.10
-12.90	-16.00
-12.90	-15.90
-12.90	-15.80
-12.90	-15.70
-12.90	-15.60
-12.95	-15.50
-12.95	-15.40
-12.95	-15.30
-12.95	-15.20
-12.95	-15.10
-12.95	-15.00
-12.95	-14.90
-12.95	-14.80
-12.95	-14.70
-13.00	-14.60
-13.00	-14.50
-13.00	-14.40
-13.00	-14.30
-13.00	-14.20
-13.00	-14.10
-13.00	-14.00
-13.00	-13.90
-13.05	-13.80
-13.05	-13.70
-13.05	-13.60
-13.05	-13.50
-13.05	-13.40
-13.05	-13.30
-13.05	-13.20
-13.05	-13.10
-13.05	-13.00
-13.10	-12.90
-13.10	-12.80
-13.10	-12.70
-13.10	-12.60
-13.10	-12.50
-13.10	-12.40
-13.10	-12.30
-13.10	-12.20
-13.15	-12.10
-13.15	-12.00
-13.15	-11.90
-13.15	-11.80
-13.15	-11.70
-13.15	-11.60
-13.15	-11.50
-13.15	-11.40
-13.15	-11.30
-13.20	-11.20
-13.20	-11.10
-13.20	-11.00
-13.20	-10.90
-13.20	-10.80
-13.20	-10.70
-13.20	-10.60
-13.20	-10.50
-13.20	-10.30
-13.20	-10.20
-13.20	-10.10
-13.20	-10.00
-13.20	-9.90
-13.20	-9.80
-13.15	-9.70
-13.15	-9.60
-13.15	-9.50
-13.15	-9.40
-13.15	-9.30
-13.15	-9.20
-13.15	-9.10
-13.10	-9.00
-13.10	-8.90
-13.10	-8.80
-13.10	-8.70
-13.10	-8.60
-13.10	-8.50
-13.05	-8.40
-13.05	-8.30
-13.05	-8.20
-13.05	-8.10
-13.05	-8.00
-13.05	-7.90
-13.05	-7.80
-13.00	-7.70
-13.00	-7.60
-13.00	-7.50
-13.00	-7.40
-13.00	-7.30
-13.00	-7.20
-12.95	-7.10
-12.95	-7.00
-12.95	-6.90
-12.95	-6.80
-12.95	-6.70
-12.95	-6.60
-12.95	-6.50
-12.90	-6.40
-12.90	-6.30
-12.90	-6.20
-12.90	-6.10
-12.90	-6.00
-12.90	-5.90
-12.85	-5.75
-12.85	-5.65
-12.85	-5.55
-12.85	-5.45
-12.85	-5.35
-12.85	-5.25
-12.85	-5.15
-12.85	-5.05
-12.85	-4.95
-12.85	-4.85
-12.85	-4.75
-12.85	-4.65
-12.85	-4.55
-12.85	-4.45
-12.85	-4.35
-12.85	-4.25
-12.85	-4.15
-12.80	-4.05
-12.80	-3.95
-12.80	-3.85
-12.80	-3.75
-12.80	-3.65
-12.80	-3.55
-12.80	-3.45
-12.80	-3.35
-12.80	-3.25
-12.80	-3.15
