-0.35	1.40
-0.15	1.35
0.05	1.35
0.25	1.30
0.45	1.25
0.65	1.25
0.70	1.05
0.70	0.85
0.75	0.65
0.75	0.45
0.80	0.25
1.00	0.25
1.20	0.25
1.40	0.25
1.60	0.25
1.80	0.25
2.00	0.45
2.10	0.60
2.25	0.75
2.35	0.90
2.60	1.10
2.80	1.20
2.95	1.30
3.25	1.40
3.45	1.45
3.65	1.55
3.90	1.50
4.10	1.40
4.25	1.30
4.50	1.05
4.60	0.90
4.70	0.70
4.80	0.55
4.90	0.40
5.10	0.30
5.30	0.25
5.50	0.20
5.70	0.15
5.95	0.10
6.15	0.10
6.35	0.10
6.60	0.10
6.80	0.10
7.00	0.10
7.20	0.10
7.50	0.10
7.70	0.05
7.90	0.05
